,avx,avy,avdxy,id,frame
0,291.71225015634775,239.553294246404,11.432604336353121,3,464
1,336.0919231717845,238.80413540510546,12.403009388094388,4,464
2,320.80292207792206,241.36980519480522,12.368191050619146,12,464
3,404.3577142857143,241.9864761904762,12.242166022921506,13,464
4,309.3383365151067,256.4987618151345,11.498822564426792,73,464
5,270.2868274853801,258.50245906432747,11.97760017553197,83,464
6,368.6467766415275,257.83403366399125,11.243179610892991,85,464
7,383.9521395873629,258.7382130883301,12.14479368802822,86,464
8,415.50152939317024,260.12536793759705,9.96321145903035,112,464
9,1273.0445577141231,263.85934683412944,6.714311544327447,132,464
10,112.43755255255255,258.57963213213213,10.825393003146843,227,465
11,336.1313550249034,261.70356328259555,12.261871271313408,268,465
12,190.4966459627329,241.80633540372668,12.579830422212705,317,466
13,150.4061820616841,241.93443659957353,11.83007909775406,318,466
14,239.20340765216315,241.5010761819473,13.038749272019391,319,466
15,288.75841745553885,245.2887038656751,11.514801027286419,333,466
16,381.8228713696169,246.59890444242046,12.68469406886939,350,466
17,1061.776802271427,247.94926807472447,5.714326127599492,355,466
18,98.27145117294053,258.4982253136934,12.150415118294116,388,466
19,319.4923950004595,257.4229627003821,11.976247903449543,389,466
20,136.7436062825954,258.46523733971037,11.450620647694763,393,466
21,279.3535478122608,259.66055212684626,12.462145767258225,395,466
22,216.24653879443463,261.36696077367117,11.670402361543957,400,466
23,264.37892900637587,261.0214506769826,12.488763239098638,401,466
24,180.56708697486997,261.4148947017344,12.162348916175866,410,466
25,165.98592995169082,261.2767874396135,12.147168430077567,419,466
26,840.4541116061315,265.3273719449269,3.76018828642294,458,466
27,265.7820573908175,244.50560078387463,9.944286135811558,497,467
28,926.5058874458875,248.7677922077922,2.0418074115877345,512,467
29,1092.015820845821,248.416307026307,5.479875391505411,513,467
30,764.0111740158289,248.1195979031761,3.0187992536588837,671,468
31,940.0405253729399,250.18327665950102,2.1897625344068032,681,468
32,895.1099989820807,267.1831418151011,3.645080819131706,766,468
33,760.7148855116515,263.5670471687493,2.0967154499680367,770,468
34,776.9117752487767,249.0694171202375,2.882129551556604,838,469
35,1117.3701298701299,251.18999999999997,5.411028118425568,848,469
36,952.4571296819124,250.9585827216262,2.340911894902421,853,469
37,1065.3543915343914,253.59698412698407,4.66348175509371,859,469
38,1099.3547903294823,252.2543771012898,5.043835960352297,860,469
39,935.7251623376624,268.35470779220776,3.5561651215836196,941,469
40,789.7218787702467,250.0135933160712,3.279114777699397,1005,470
41,965.9609190922747,252.02163114521173,2.516279628696763,1016,470
42,962.1491506078462,268.59015766841856,2.7026347743321573,1093,470
44,215.91363831683765,247.09710269222165,12.738153073206092,1157,471
45,226.5308591501006,265.3597028780655,12.348852269277728,1229,471
46,485.0750893550893,266.9736829836829,4.905368287947347,1238,471
47,113.02849470579079,243.32807017628411,12.586289986279652,1313,472
48,314.56386786925685,246.59699182855383,12.482948565585332,1314,472
49,176.78199940498035,247.5090132961863,12.204247178012276,1317,472
52,282.93447526467975,250.60089350929897,11.879144518577844,1334,472
53,815.2610445171327,251.16115205366523,2.985692575862351,1338,472
54,101.32770948689554,251.5494684385382,12.657268464970542,1339,472
55,300.28992847418925,251.90518795424106,12.778677114114844,1340,472
56,55.183063094861005,262.3080808332203,12.031093158793661,1384,472
57,137.16710056548794,261.95504154480597,11.678457957334174,1385,472
60,171.15065686193506,263.1355280753777,11.908529098008302,1386,472
62,268.38028284697106,262.9875844476215,12.121152861717098,1387,472
63,187.82419468474785,265.43464798423463,12.095996081167499,1392,472
66,253.53236970309771,264.88021015258755,12.569810432993986,1394,472
67,122.45829894742937,269.161310118453,11.93310731256779,1417,472
68,307.34433407243165,268.2946693118606,11.117658781841122,1428,472
69,149.30009964628866,246.37738821138214,11.710372587906049,1476,473
71,268.83163746885145,251.0049781016386,11.44123368594039,1496,473
72,827.2053033585895,251.68750203172854,3.182790858289237,1504,473
73,1003.9174082915964,254.34980208294877,2.8644303311455253,1505,473
74,1565.5554310613134,259.32192654839713,11.151627034763562,1543,473
75,1548.2829053244157,260.6886367112454,12.029615679143271,1548,473
76,508.6337585034013,268.4734693877551,4.919770782714391,1567,473
77,822.6355764468695,267.29743041707144,3.1026397756500845,1594,473
78,1268.2224468864467,269.60145054945053,8.962398954487098,1599,473
79,984.2286441330831,271.52822427656605,3.1386028367909686,1608,473
81,1471.666219114219,273.9216783216783,11.315682156238939,1613,473
82,1527.2361945181258,273.17431653404066,11.353408167286524,1615,473
83,1555.9276610644258,273.34425770308127,11.15902618721749,1616,473
84,1298.790711068211,276.23232625482626,10.026104025509113,1627,473
85,1523.4239463915649,284.17554735715424,11.307547579035127,1637,473
87,1560.2631888436767,283.6189550287111,11.426486417547041,1638,473
88,1538.4267549261083,288.7414408866995,11.56566564024779,1640,473
89,227.94923462375218,250.0251502085248,11.146031322505436,1658,474
90,839.4699213509518,252.18440353392415,3.0952409258143465,1670,474
91,1506.3924812030077,278.71397243107765,11.560734124172608,1798,474
43,950.0058036053158,272.23877840463206,3.421836466689335,1093,475
92,1527.243818582851,262.3373007995589,11.798300490141617,1878,475
93,1540.7036324786325,260.25192307692305,11.805431850403512,1879,475
94,1007.4704761904761,272.83015873015876,3.3481839297190215,1948,475
96,863.2407879707946,253.14846517193695,3.7038598850164473,2010,476
50,237.6843961807309,249.61709764102042,12.427492109436118,1317,477
58,196.46745098039213,263.84089869281047,11.899815469663672,1385,477
61,230.3150493985378,264.753645914111,11.17655950348969,1386,477
64,246.34838987435327,267.0805003695491,11.616706390446577,1392,477
97,875.9593931256713,253.6661075766339,3.422847280409269,2188,477
98,211.53664470664472,269.1071554871555,11.2303801955679,2253,477
70,210.47082081768878,248.75252329300514,12.156156823606116,1476,478
80,970.6076181166503,273.76145975887914,3.795538362141503,1608,478
86,1578.5743417986953,287.49813490214353,9.97659933455664,1637,478
100,888.3146167557932,253.88360423116615,3.223224801970802,2362,478
101,900.2872348696277,254.30760378191152,3.0450704089373204,2535,479
102,1068.3866695318031,273.99797333737826,3.60586853473575,2618,479
103,1266.825,273.80136904761906,5.986462616614685,2642,479
104,1055.0038040286588,274.7808976391825,3.394603651092459,2647,479
105,719.3821428571429,677.875,0.3997218655007687,2682,479
95,993.5704274541098,274.2786312667145,4.157489699735031,1948,480
106,212.67376589423648,245.73354723707666,12.193490561699521,2685,480
107,1184.1184502923975,259.69692982456144,6.516073247316868,2732,480
108,1250.6864177489176,260.37548701298704,8.010593982788956,2752,480
109,215.442289418661,270.3451518339697,11.666837313814264,2782,480
110,1187.7381180223285,275.73092157270645,6.5104891045962425,2816,480
51,297.38419716028204,251.3272617686297,11.596514178113079,1317,482
59,254.9674427180678,265.1960920118896,11.463346575779374,1385,482
65,304.17125596432214,267.736129990799,11.968157293643971,1392,482
99,269.7458361018827,270.08114064230347,12.002251255504243,2253,482
111,537.4199994726573,252.51357744507249,7.933274056269374,3038,482
112,1216.8488783249609,260.4988686976574,6.252359833144721,3079,482
113,1445.221746031746,277.68317460317456,9.02353719898602,3178,482
114,478.3576692343604,254.76941724125544,7.3994597808090665,3237,483
115,1236.1725145180023,260.3656591173054,8.026436578863468,3257,483
116,470.19710648714806,269.9140443829493,7.64750645171876,3298,483
117,801.1028571428571,273.41450549450553,5.4683286688005515,3324,483
118,1101.7071939535876,276.48386771698245,4.973915211046018,3354,483
119,354.35328784505253,252.82336230218584,7.032388478817403,3399,484
