,avx,avy,avdxy,id,frame
0,364.9988431818541,257.1646682175695,12.44520191983134,37,84
1,1330.8198465473147,274.47168286445014,7.002768962835362,104,84
2,1415.3638888888888,287.54003759398495,9.58585202728511,166,84
3,425.8645183574912,253.88575063532522,12.748219248509457,238,85
4,335.90852808467366,274.69450857991967,12.89355679691118,324,85
5,431.6731242740999,276.1481892241415,13.068684595212698,344,85
6,399.4664015011067,278.69565061066726,13.779640381962674,349,85
8,458.60522603412846,280.91764361654606,12.997584383508604,354,85
12,476.61285914974343,281.2275976447778,12.83949233364039,360,85
15,1584.2824866310161,294.375,8.817349862129793,416,85
16,436.85045129162773,250.9106182075756,14.378619702721185,453,86
17,498.50679602351937,272.68023592168277,13.102676612424894,540,86
18,1470.9649574966465,274.4153693239083,10.592200482488543,557,86
19,1453.7629922407343,275.5350750324943,11.235466622352911,568,86
23,494.37076480054657,285.60410729679023,12.90541317254539,592,86
27,512.3212161712162,286.64225234225233,12.562987676974217,593,86
30,1459.3798338970932,291.192721997635,10.972922554548775,625,86
31,1293.5570578714269,260.12630594013575,12.382422900847489,943,88
32,489.8798941798942,270.10555555555555,11.86407146119052,969,88
33,1244.2012631975867,272.9159636931696,10.919756520036907,987,88
34,1338.1729433929625,284.0696594711775,11.03194924336465,1042,88
35,1276.3541192411926,304.05986449864497,11.048499878385844,1097,88
36,331.36198558474774,252.26432225063937,13.337013290526158,1122,89
37,1138.4769244040986,256.16906288156287,6.679037326106701,1152,89
7,334.12512038994595,278.38803558844256,12.913026403812985,349,90
9,395.18630648260165,282.57654273108943,12.503732683911064,354,90
13,412.79169359436645,280.6068382607437,12.259369238855363,360,90
38,355.38172369683406,253.63904190738313,13.984369315921457,1365,90
39,1119.9034054834055,255.89782191664546,6.484760334276013,1377,90
40,1446.641040770375,253.79791021671826,13.794832800323945,1379,90
41,1351.8650262780698,260.80393374741203,11.83511664668068,1409,90
42,1423.5317151767151,260.054795365848,13.333771282744042,1411,90
43,1396.9322838880255,275.41525711370554,13.874388574452205,1465,90
45,1461.4871995645058,278.08719760071824,12.076593755306632,1477,90
46,1388.9755952380951,284.37309523809523,13.153292023536462,1504,90
47,1448.9933333333333,284.1217216117216,13.879349572145946,1505,90
48,1405.5497101449275,291.336884057971,12.177040151603808,1530,90
49,1467.4516025641026,293.40315018315016,12.82341810603876,1543,90
51,1369.7549667647377,303.9091418764302,12.354298248812091,1563,90
53,1433.3111226028873,301.45376427494074,13.542045067800615,1564,90
55,1414.4315126126776,305.36934580837925,12.106101332347894,1567,90
57,1433.1416403416401,318.0726102726103,12.078987909443319,1575,90
59,1483.3750590111642,321.7513572567783,11.232226927556454,1577,90
20,1402.374132767817,273.36828128012337,13.10443876489034,568,91
24,430.51163003663004,286.17945001077356,12.582991985597808,592,91
28,449.0833225804944,288.07250210771224,12.912182035830261,593,91
61,364.3770694657792,251.46452466291174,14.295485001305536,1588,91
63,1451.4357200091229,260.54808523517084,13.043801029798512,1646,91
65,544.9138047138047,269.15555555555557,10.18943385410106,1662,91
66,432.8128108854015,272.2919787554956,13.333536978714418,1677,91
69,464.77400379506645,286.71043643263755,12.71546243423493,1756,91
70,1422.593668404475,287.79988867166287,13.214625754452879,1760,91
72,479.75999457847655,289.31783139062077,12.731990584708154,1761,91
73,935.5759566221343,295.41910357908625,3.4062650818650804,1794,91
74,1507.7445177809388,243.98192697961122,11.69836431225869,1813,92
75,444.3277142602412,251.90013118623773,13.824812453865121,1822,92
76,1458.6796474687437,262.03487394957983,13.741696569621965,1872,92
78,1495.8902645502644,262.2368253968254,13.126058837959041,1876,92
79,503.41540184453225,269.5614141414141,12.867352095345368,1884,92
80,1276.337858117858,271.8492956592957,10.514480922855475,1917,92
81,1489.3089180267743,274.33102043727206,13.69639730805103,1929,92
83,521.9777777777778,281.8297777777778,12.914988269101048,1947,92
84,540.9760362579815,283.92052020808325,12.953473841466728,1957,92
85,1482.1276094276095,286.7474747474747,12.790414598026818,1981,92
87,1501.2919053301757,291.43314802104777,12.625178178932787,1992,92
89,1518.9861158578265,293.4963516746411,12.556089082721202,1999,92
91,1503.619836676089,307.6949477273747,10.57055652678422,2027,92
92,1576.1548440065683,314.320197044335,11.251649026721063,2033,92
93,1481.2342377701011,324.00745519713263,12.084883612090243,2037,92
95,423.4119230769231,269.93019230769227,12.791076187287155,2113,93
97,1213.8077992985814,272.16821397258093,6.966653720211778,2120,93
98,460.92657068890793,275.87244407468233,13.101438940747968,2149,93
99,933.053627522213,275.5861000569002,4.441091410538202,2170,93
100,1569.5449000611738,288.0205906822499,8.746732869425378,2210,93
102,512.8514786324786,251.93639743589742,13.940136309744991,2284,94
103,1309.790510366826,252.93174089068825,14.691346708448204,2295,94
104,1066.234172506661,255.25076376832158,6.2130129494394915,2304,94
105,1331.4456443556442,259.99492907092906,13.875787201638978,2330,94
107,1378.3417892738491,272.5589938300902,13.634696300245693,2369,94
109,1280.730675205033,275.71772609819124,13.360290886833532,2386,94
110,1266.8639945694824,280.6403903380733,13.543847954797199,2402,94
111,1292.6980694980696,284.6053667953668,12.920208667287481,2425,94
112,1280.367318552862,293.41438835318587,13.607247747776679,2461,94
113,1093.0667126990065,297.63346910646686,5.081299275971386,2468,94
114,1164.6451425339367,306.39442760181,10.317220466431136,2488,94
115,1421.3876197847562,319.7441789634514,12.691386103770457,2494,94
10,333.04196050675074,282.2809384404925,12.321020162180492,354,95
14,351.47535186599407,278.9075811040009,12.156681202756662,360,95
44,1331.3734534534535,275.7131081081081,13.83800189772311,1465,95
50,1402.6137956487955,292.3376767676767,12.553437995744613,1543,95
52,1307.583799028911,302.7348064041272,12.415321929932853,1563,95
54,1367.8123362705405,299.7152224452534,12.859796757086745,1564,95
56,1350.9174150410993,303.4652312599681,12.315255118435017,1567,95
58,1373.280487804878,316.03786906290117,12.075963624768807,1575,95
60,1425.264012428798,320.3688623053121,11.660874963342879,1577,95
116,386.51602093468966,251.6,12.510609389923635,2509,95
117,458.1179347826087,251.68866198214022,12.841943422148805,2510,95
118,1047.8772196529058,254.80052385681182,6.244871511254083,2524,95
119,206.85431929181928,273.36280525030526,12.722040718715403,2590,95
120,1431.8242424242424,273.5507575757576,12.713692323986516,2614,95
121,1472.4265715983363,276.0843137254902,9.826868453948467,2615,95
122,1394.2694504782362,276.2505201391386,12.593361551358225,2621,95
123,270.325,278.04076857847673,12.476063346034655,2627,95
125,238.77054851701615,281.20841166879853,12.908171465250383,2633,95
21,1334.7735757575758,272.36963636363635,13.750262125913387,568,96
25,370.0310269118734,286.2850086228135,11.915624435817662,592,96
29,386.73003938417475,285.1064804869317,11.720595184571913,593,96
62,295.41935483870964,251.85775434243178,13.979298124393166,1588,96
64,1383.4873570351217,259.574859153918,13.52408713998613,1646,96
67,365.90238095238095,271.7894557823129,12.929960508463873,1677,96
71,1357.425231102231,286.4157326007326,12.42662465593641,1760,96
126,1363.1768518518518,254.72462962962965,12.85585829048716,2764,96
127,1266.8604572036152,260.5388782562467,13.158450591564664,2787,96
128,569.5356111246356,268.6266701649797,7.95488537267628,2797,96
129,555.1665865102639,267.6737204301075,8.501915619638499,2801,96
130,1439.06,303.27,11.047617535108301,2945,96
77,1390.6409266409269,261.4846332046332,13.28443577537894,1872,97
82,1421.9375110127646,273.2365111561866,13.914852773021405,1929,97
86,1418.5671587342772,286.705176748956,12.720719382461189,1981,97
88,1438.0504827904829,289.993367983368,12.137082569298352,1992,97
90,1457.6449773369593,292.33699522362133,12.210924698670478,1999,97
94,1422.5726190476191,322.5392857142857,11.388165026028124,2037,97
131,248.12498477782015,253.25444711205182,14.308187023683828,2972,97
132,1032.0798562776822,254.53787399439574,3.221522364481306,2987,97
133,265.751114658926,254.7155007256894,13.37997356798073,2990,97
134,1427.1732523367086,260.0529876488261,13.20934924107609,3024,97
135,1548.697050971627,270.65818795140825,9.85228186078229,3056,97
136,264.6781043616649,275.56617149627573,12.475851122205714,3076,97
137,1287.453759109125,275.55025845611215,13.041646246497331,3078,97
138,1265.0614177489178,277.39464285714286,12.198707615018694,3090,97
139,1276.8154314574313,286.2175411255411,12.845118072212959,3126,97
140,1316.5630841890668,292.62654346622367,12.7396618564119,3154,97
141,1063.9949242424243,296.305,3.218790548085244,3164,97
142,1048.184166200413,297.51480847636657,3.921828550708505,3173,97
143,1032.3411369509045,299.68752290345316,4.968852156257374,3182,97
96,358.4370375842645,270.7492894593735,12.642740626980501,2113,98
101,1528.5923216276478,285.8453409513192,13.094530261481477,2210,98
144,1571.40252210591,259.7782854041516,12.591226191291764,3260,98
145,1457.2626559714795,259.3444741532977,13.89774680071866,3265,98
146,1509.5847315372023,263.9665582537691,13.552846859464102,3269,98
147,1487.0569047619047,272.4059523809524,13.360759943143178,3313,98
148,1462.8009410640448,275.7904510176924,13.37793780012155,3326,98
149,1433.1451590438546,276.0517224682259,12.40825238178542,3327,98
150,1480.5626968325791,282.97250420168064,12.868518480240128,3352,98
151,1497.9039232697125,283.80290148448046,13.767183360904948,3363,98
152,1514.5163400839263,288.11021346469624,13.093349583164889,3375,98
153,1571.8295426652935,299.630061434073,11.317113319034329,3410,98
154,1429.7112362917242,306.4900841742305,12.500633941564725,3422,98
155,1444.263043478261,307.22072463768114,12.276008470564195,3425,98
156,1506.4115942028986,313.3701449275362,11.407418861064873,3428,98
157,1554.858947368421,325.66754385964913,11.896348216097936,3435,98
106,1265.2962856962858,258.67109602109605,10.663969955528971,2330,99
108,1314.4485603543744,271.3910299003322,10.667843477059282,2369,99
158,443.86169377896084,251.5538050872523,13.986766421760665,3447,99
159,349.755,252.28199999999998,13.130688651272484,3452,99
160,440.2511881496882,267.907632016632,12.708756978151778,3516,99
161,412.64679060776615,269.34243439487346,12.912625209296198,3519,99
164,456.01734395647435,269.35349879262924,13.378109952550588,3520,99
165,433.41862328975367,281.11734265734265,12.959320433526264,3588,99
168,451.34605861734656,283.0598039663372,13.323536363549591,3590,99
171,466.97506069094305,285.420047291644,13.142513449914537,3603,99
11,271.55225225225223,281.56771771771764,12.04057101433066,354,100
124,208.4387012987013,278.7572430426716,12.492760919358929,2627,100
22,1276.4482437521108,271.3610230496454,11.627882704610572,568,101
26,310.73784561348265,285.20781258902736,12.15678876003447,592,101
68,302.16137300052196,269.8235212305425,12.69441138294294,1677,101
174,562.5839643571558,253.84846153846155,11.29152675297261,3959,101
175,551.7496695226439,287.629664626683,10.097638390047436,4099,101
178,460.9847265107329,249.37058032008076,14.45008797211098,4420,103
179,523.2999915902784,254.9961735766546,14.85825611398175,4445,103
181,1524.353253968254,259.437380952381,7.519523409784858,4471,103
182,424.0961908491293,260.086508808641,13.8458740406424,4473,103
185,1245.652757936508,270.33714285714285,11.038052151095567,4494,103
186,448.8649358974359,270.7284935897436,12.620616193492438,4498,103
187,547.5416130672722,273.3925272909046,13.327977985046969,4519,103
190,1213.4048200629225,274.0934889967717,9.899190688705142,4527,103
191,420.8238974358974,275.29415384615385,13.614675195637385,4530,103
192,435.5269844911069,275.70559073890496,13.262294683930376,4536,103
195,1510.831095605211,283.22742575251516,8.745643641951341,4553,103
196,453.39754385964915,283.59836257309945,12.928480904055593,4558,103
197,485.0766193853427,283.5712329514457,12.658536428669759,4568,103
199,1363.6039901275194,288.3970135746606,9.262284207215004,4574,103
200,502.7496503496503,285.3410081585081,12.717728650255797,4577,103
206,517.9079846079846,287.44001924001924,13.458583817920722,4581,103
212,466.50027896058754,287.33838959252705,12.349693905164065,4586,103
213,1371.5075324675324,304.65846889952155,8.595846655082568,4643,103
162,346.4739625493803,269.1720158587544,13.411944974195238,3519,104
166,368.49524900869443,280.9035159518353,12.672825538596246,3588,104
169,385.2907847161835,283.1956488111241,12.930438798294974,3590,104
172,401.4111091305209,286.3681402257873,12.944003881936103,3603,104
214,279.71968703513573,251.96243611405993,13.667687112848466,4681,104
215,346.4651111111111,251.79078958078958,13.738875067878123,4688,104
217,1504.0434986105015,259.411664377746,7.923461414883038,4719,104
218,688.4821678631928,257.6835492457853,11.782361763791986,4723,104
219,1439.5555995278253,266.3649057172064,9.540601713545634,4728,104
220,518.5052866698519,272.6406139512661,13.134469454273827,4773,104
221,1337.307142857143,285.1392857142857,9.763675213048604,4826,104
222,690.1966915836102,290.96662003846825,11.137159671757718,4859,104
223,361.4130888250485,267.6367261156505,13.973256681215982,4979,105
225,376.2748677559,268.5266141600335,14.11264344359964,4990,105
226,1442.486247086247,313.3822843822844,8.120500541387477,5142,105
176,493.16512845563756,287.78606093501236,12.495181482498351,4099,106
227,435.5748671783361,242.7567547650007,14.990241732369157,5154,106
228,496.92689628429736,253.14906261704976,14.449499782505988,5178,106
230,255.18772136459512,270.3363064346105,11.563743640268763,5229,106
231,620.1343318036435,271.4286274509804,13.241173241048289,5244,106
233,600.8117938618468,276.65609872630023,13.42092673380398,5280,106
235,549.4654079919341,291.2212881088575,13.342381885681021,5335,106
237,630.0502037071927,290.9048179534182,13.694167510944355,5336,106
239,610.746994411049,293.5086930595525,12.697983875108305,5343,106
242,1276.146166685212,300.5536950197905,10.151627136787376,5369,106
180,452.2936058151101,254.8726718822149,14.276489441037768,4445,108
183,355.0714184768247,259.2608662332858,13.805263107854664,4473,108
188,479.94008259326955,275.29176529828186,13.504735747097769,4519,108
193,368.8805524671407,275.0146852587189,13.386180419239011,4536,108
198,418.4565590812239,284.1690259479581,13.453397632906741,4568,108
201,437.7924932568929,285.7391535907226,12.872330377282765,4577,108
207,453.25760165760164,287.3219761719762,12.772234542478646,4581,108
243,1406.110140428677,264.68321507760527,6.256056358650564,5707,108
244,425.9367924528302,271.0920306108986,13.434478325621143,5714,108
246,948.5868298368299,292.5139553429027,3.6755845216731986,5821,108
163,280.05948617163415,269.21697113036066,13.21447550123464,3519,109
167,305.50490223324107,281.85760316095866,12.584792977191874,3588,109
170,321.4451360544218,283.3891836734694,12.585773957430842,3590,109
173,336.40971849266907,287.1975652425359,12.900861340866758,3603,109
216,277.83978479376685,251.24561131420555,13.519295789713045,4688,109
247,548.8894967320261,248.08538562091502,13.478904486621687,5871,109
224,292.00129434229456,267.2475943827401,13.610015465382398,4979,110
248,517.3488345338135,252.51871748699483,14.595292858590165,6121,110
250,381.1839232548056,258.314048754637,13.883975944108942,6149,110
253,465.22570783243765,266.5490922545396,14.014251038506607,6176,110
254,185.6309050659367,268.17794508827876,12.865788169457977,6184,110
255,486.9804211222187,269.54979552116436,13.680444638192089,6186,110
256,594.3656967126193,271.57134191789123,13.154589860819511,6205,110
257,171.51165791655154,275.67270832510957,12.239679023819473,6227,110
258,506.9586080845005,279.84468388047947,12.923912298467249,6237,110
259,199.27293538759375,285.54848189078,12.334986724868692,6265,110
260,601.1390167301738,293.23081537270775,13.712236747927621,6296,110
177,430.09825243915395,287.1035981935198,12.841043375260814,4099,111
229,426.16429451780715,251.90606788802478,13.475612387223329,5178,111
232,552.9638009236351,270.698072901204,13.65381256817981,5244,111
234,533.9003986710965,275.0110741971207,13.633476955793704,5280,111
236,483.9905227710295,291.34498967339937,12.92775119505124,5335,111
238,562.7197250824859,289.76038049936955,13.251441739416242,5336,111
240,546.5970826275174,292.880074032248,12.956885641318912,5343,111
261,579.2267189952903,250.95001569858715,13.254907492469615,6352,111
262,351.2047665056361,265.59233494363923,13.152589067934617,6412,111
263,351.62676917638737,285.45387340301977,12.590648974249447,6502,111
264,280.7644289044289,266.7935664335664,13.292964501533797,6654,112
265,251.98862684042592,283.3730278450518,12.424492805515191,6735,112
266,1546.8278743450305,298.7991465848838,12.38240220274699,6804,112
184,285.81736823994953,259.36050902295887,13.659979470502169,4473,113
189,412.9877461764492,275.9101776491042,13.822317742760788,4519,113
194,302.02220408163265,273.97835714285713,13.318671487251478,4536,113
202,373.8772727272727,284.581586270872,12.95951887881063,4577,113
208,389.1151119495197,285.7345667825428,12.596525174896854,4581,113
245,358.4021199932964,270.3069716775599,13.483821516711085,5714,113
267,487.80273036242215,247.33604922009482,13.752084672505681,6821,113
