,avx,avy,avdxy,id,frame
0,422.1821428571428,36.025,0.2736662910160855,0,1404
32,1379.4811188811188,42.34475524475525,0.29575700468038973,1,1404
36,1310.6,238.4,0.3535533905932738,5,1404
37,308.9196825396825,258.62039215686275,11.184443604897012,10,1404
38,175.40948717948717,258.79400543900545,12.944639473716801,11,1404
39,270.9120518038853,258.1554042553192,12.900434462642263,12,1404
41,419.088475792866,260.3245479882964,12.68354910144352,14,1404
43,480.0467437533227,260.63984051036687,11.669231325447582,15,1404
44,255.8295959486214,262.99117898015356,12.692511355531963,17,1404
46,283.99299966227625,263.6254197906113,12.578373809302256,18,1404
47,344.7483370288249,263.7587116349633,12.143181216612302,25,1404
49,74.56969170646983,267.03300043421626,12.830787329220605,33,1404
50,397.0188510638298,267.3381560283688,12.427076113502023,34,1404
52,126.9569526277505,268.87927850518275,12.424653194193542,41,1404
58,864.2316036400405,267.5521536905966,4.082138034416767,44,1404
59,195.96916925531315,272.2509516510504,12.198408437783229,51,1404
65,217.33567436955158,273.3317810084505,13.270898177141284,58,1404
66,82.17399363566511,276.06447092456193,12.334590022667557,66,1404
68,437.18304624175255,276.38149306234124,12.139353046743926,68,1404
70,310.1883514256766,276.7831655087567,12.363863685679657,72,1404
74,420.4590252160069,277.5142440127454,12.514673971406934,73,1404
76,372.70784580498866,279.52755102040817,12.405713516607072,77,1404
77,348.77875611460513,279.20746084597357,12.836925685557539,80,1404
79,245.08000136388438,280.1896903982542,12.884055080822574,88,1404
81,324.62366078970234,281.71355665634525,12.065006807624462,96,1404
85,450.9229217687075,284.2876854741897,12.545120214296535,104,1404
87,468.5502992804125,286.0807801008556,11.016748260791317,108,1404
89,183.99312892403128,286.77024160520693,11.649429339000083,113,1404
90,142.1485805986944,287.43617628797244,12.011283428081883,117,1404
92,90.72449559029626,289.1557793278457,12.43741691140619,122,1404
100,360.2913408296805,288.79122037989964,12.412591679701654,123,1404
102,429.79831637918323,289.76430782839446,12.923874323112187,127,1404
104,115.3218916827853,291.3676479690522,12.134661148879335,132,1404
108,341.57365798156786,292.8644106479901,11.819187370097396,146,1404
110,59.39244673588187,296.3419243898276,12.23448193442127,149,1404
116,383.98166859853046,296.9649750327341,12.285437287841123,150,1404
118,218.57593946669576,300.88941303794246,12.59370743769989,173,1404
120,453.7942618898716,300.95555793799696,11.863274980687207,174,1404
122,83.10109340659339,302.40613712374585,12.375721456943051,176,1404
128,285.0614662537699,303.72227743808423,11.71831483924609,180,1404
132,468.86389041857876,301.77932408566267,12.55641172349763,181,1404
134,484.39355314018906,303.16407998137447,12.123069689406048,182,1404
136,312.11794673379967,305.70543822180036,12.05140941135269,188,1404
139,423.802345687535,306.1114408249558,11.98761902381959,189,1404
141,358.84370859760395,306.36379316420016,11.909477155798664,191,1404
143,122.34526125962297,310.9776315390677,11.903524687556818,195,1404
149,45.86964009846363,311.34746218487396,11.56277736889857,196,1404
152,299.0,531.0,0.0,200,1404
153,109.95,540.05,0.08838834764831845,201,1404
156,100.58093650793651,255.80644444444442,11.781448331206857,214,1405
162,43.853172302737526,257.32000000000005,11.692149139675616,217,1405
164,68.1974708159917,271.8112729767014,12.848499641551463,258,1405
170,55.99459174974338,294.0536220021606,12.690894242371366,353,1405
176,510.4082800751879,294.570234962406,11.843408590488016,357,1405
177,202.26488193575304,275.7875446580953,12.695789067470358,487,1406
181,1363.9846153846154,476.20153846153846,0.04141919974503569,634,1406
182,200.58986460607844,273.49866772260503,14.370481279193026,700,1407
183,66.17246376811593,274.149301242236,11.606878716672817,706,1407
186,51.752410714285716,307.8350357142857,9.908749629070456,843,1407
187,364.0266025641026,312.54369658119657,12.190567601720925,850,1407
189,347.86853678906874,258.1722975711274,13.013964155330292,872,1408
190,151.58240044555833,289.8468114731273,12.492357889219663,1004,1408
195,309.55281084107594,291.2746214407847,11.383819709696084,1006,1408
