,x,y,particle_id,frame_number
1,688.0454545454545,255.45454545454547,1.0,600
194,652.0,300.5,194.0,600
282,681.1875,261.03125,1.0,601
462,644.8363636363637,305.45454545454544,194.0,601
417,277.28,294.28,417.0,601
532,684.5,259.3888888888889,1.0,602
708,647.3809523809524,305.42857142857144,194.0,602
664,296.35135135135135,294.3243243243243,417.0,602
779,689.6060606060606,259.3030303030303,1.0,603
956,654.3809523809524,305.57142857142856,194.0,603
924,314.3939393939394,294.72727272727275,417.0,603
1015,685.6896551724138,258.5689655172414,1.0,604
1205,652.5538461538462,305.0923076923077,194.0,604
1155,315.9583333333333,291.625,417.0,604
1412,328.07246376811594,292.28985507246375,417.0,605
1293,1039.62,261.88,1293.0,605
1340,196.76,273.0,1340.0,605
1522,1030.2903225806451,259.43548387096774,1293.0,606
1579,209.0,272.90909090909093,1340.0,606
1599,372.9259259259259,275.74074074074076,1599.0,606
1633,631.2857142857143,285.85714285714283,1633.0,606
1655,417.04347826086956,291.7826086956522,1655.0,606
1688,719.4266666666666,304.3066666666667,1688.0,606
1765,1021.0,258.25,1293.0,607
1830,227.97058823529412,272.9117647058824,1340.0,607
1841,383.76,275.2133333333333,1599.0,607
1897,633.6,291.4,1633.0,607
1902,424.16129032258067,292.16129032258067,1655.0,607
1954,726.3333333333334,306.75,1688.0,607
2024,1021.0769230769231,257.7692307692308,1293.0,608
2111,225.35,278.85,1340.0,608
2084,384.88,273.56,1599.0,608
2161,631.7333333333333,293.4,1633.0,608
2171,424.67391304347825,295.2826086956522,1655.0,608
2200,732.7272727272727,304.54545454545456,1688.0,608
2011,543.7166666666667,257.95,2011.0,608
2142,603.9193548387096,288.2903225806452,2142.0,608
2210,585.8550724637681,307.40579710144925,2210.0,608
2313,1013.875,263.875,1293.0,609
2366,245.41558441558442,278.84415584415586,1340.0,609
2338,402.3448275862069,273.86206896551727,1599.0,609
2419,648.6779661016949,293.8474576271187,1633.0,609
2421,438.2125,295.125,1655.0,609
2451,747.8928571428571,304.42857142857144,1688.0,609
2270,562.672131147541,257.72131147540983,2011.0,609
2395,620.40625,287.890625,2142.0,609
2460,602.1587301587301,307.07936507936506,2210.0,609
2620,264.39130434782606,278.8985507246377,1340.0,610
2589,420.7931034482759,273.3448275862069,1599.0,610
2670,664.4,293.3833333333333,1633.0,610
2676,455.5974025974026,295.1818181818182,1655.0,610
2707,751.6923076923077,304.0769230769231,1688.0,610
2517,580.8450704225352,257.4507042253521,2011.0,610
2650,636.5,287.9375,2142.0,610
2714,617.4333333333333,306.68333333333334,2210.0,610
2704,784.4406779661017,302.93220338983053,2704.0,610
2773,579.8518518518518,258.1111111111111,2011.0,611
2913,635.0416666666666,291.375,2142.0,611
2975,614.2727272727273,307.5,2210.0,611
2971,785.5652173913044,306.82608695652175,2704.0,611
2901,652.7846153846153,287.75384615384615,2901.0,611
2954,800.0181818181818,302.3818181818182,2954.0,611
3032,586.1290322580645,257.2903225806452,2011.0,612
3180,637.3823529411765,290.88235294117646,2142.0,612
3268,613.8235294117648,313.11764705882354,2210.0,612
3229,778.8709677419355,304.51612903225805,2704.0,612
3183,651.7777777777778,291.2962962962963,2901.0,612
3226,793.2222222222222,302.5,2954.0,612
3489,776.5,302.11764705882354,2704.0,613
3451,654.7586206896551,291.0,2901.0,613
3498,794.7457627118644,304.4406779661017,2954.0,613
3379,701.7575757575758,273.8333333333333,3379.0,613
3763,770.6307692307693,302.2307692307692,2704.0,614
3737,647.6451612903226,295.48387096774195,2901.0,614
3768,789.468085106383,302.78723404255317,2954.0,614
3647,699.1851851851852,274.55555555555554,3379.0,614
3742,1465.2631578947369,295.5,3742.0,614
4010,643.4186046511628,295.6046511627907,2901.0,615
4032,780.6363636363636,301.6818181818182,2954.0,615
3917,688.5,273.0,3379.0,615
4015,1479.095238095238,295.6666666666667,3742.0,615
4206,682.0,275.6666666666667,3379.0,616
4285,1493.5,295.5,3742.0,616
4228,1470.2884615384614,280.4423076923077,4227.0,616
4270,1431.047619047619,292.2857142857143,4269.0,616
4275,1456.3636363636363,293.6818181818182,4274.0,616
4447,674.5,272.0,3379.0,617
4560,1508.15,295.425,3742.0,617
4500,1485.2340425531916,280.78723404255317,4227.0,617
4545,1446.4615384615386,292.15384615384613,4269.0,617
4552,1468.25,293.8,4274.0,617
4393,945.1509433962265,256.52830188679246,4392.0,617
4476,1327.3333333333333,273.6666666666667,4475.0,617
4716,668.5416666666666,271.0416666666667,3379.0,618
4831,1519.3333333333333,295.6666666666667,3742.0,618
4770,1499.219512195122,281.0243902439024,4227.0,618
4814,1460.4444444444443,291.6666666666667,4269.0,618
4819,1481.439024390244,294.219512195122,4274.0,618
4652,933.3913043478261,255.04347826086956,4392.0,618
4751,1345.0,274.0,4475.0,618
5046,1513.425,280.9,4227.0,619
5093,1469.5,292.0,4269.0,619
5104,1491.9411764705883,295.2352941176471,4274.0,619
4938,926.7692307692307,257.8076923076923,4392.0,619
5023,1347.88,275.56,4475.0,619
5008,621.3541666666666,275.0625,5007.0,619
5048,1255.4375,282.7708333333333,5047.0,619
5323,1528.1785714285713,281.0,4227.0,620
5371,1485.3529411764705,291.94117647058823,4269.0,620
5383,1506.5,295.5,4274.0,620
5212,921.7619047619048,256.5,4392.0,620
5236,1365.0,259.5,4475.0,620
5274,617.1176470588235,272.4117647058824,5007.0,620
5290,1260.3225806451612,274.93548387096774,5047.0,620
5484,919.170731707317,256.9024390243902,4392.0,621
5563,1373.8709677419354,275.46774193548384,4475.0,621
5536,609.8148148148148,272.1111111111111,5007.0,621
5557,1275.5,274.5,5047.0,621
5520,1400.7428571428572,265.6857142857143,5519.0,621
5529,667.7647058823529,270.88235294117646,5528.0,621
5839,1388.7818181818182,275.54545454545456,4475.0,622
5800,607.8333333333334,270.51666666666665,5007.0,622
5831,1290.9473684210527,274.6578947368421,5047.0,622
5792,1416.5,265.6764705882353,5519.0,622
5824,668.0,273.5,5528.0,622
6097,606.9444444444445,273.8888888888889,5007.0,623
6102,1294.5,272.5,5047.0,623
6070,1429.1176470588234,265.4117647058824,5519.0,623
6091,663.875,272.734375,5528.0,623
6076,706.0,268.5,6074.0,623
6106,1307.56,274.68,6104.0,623
6344,1445.5,265.0,5519.0,624
6358,660.4,272.24,5528.0,624
6369,700.65,273.2,6074.0,624
6382,1322.857142857143,274.2857142857143,6104.0,624
6292,1131.1724137931035,255.31034482758622,6290.0,624
6629,1459.0,264.15384615384613,5519.0,625
6641,652.8125,270.3125,5528.0,625
6657,696.9655172413793,272.5344827586207,6074.0,625
6670,1339.2631578947369,274.10526315789474,6104.0,625
6582,1128.2857142857142,255.5,6290.0,625
6583,1146.7586206896551,255.43103448275863,6581.0,625
6934,693.0,272.17391304347825,6074.0,626
6967,1351.857142857143,274.92857142857144,6104.0,626
6890,1122.3809523809523,257.42857142857144,6290.0,626
6880,1144.3846153846155,256.38461538461536,6581.0,626
7046,1146.2,296.88,7044.0,626
7203,685.0625,269.1875,6074.0,627
7175,1366.5,259.5,6104.0,627
7169,1127.025,258.425,6290.0,627
7155,1149.2272727272727,256.59090909090907,6581.0,627
7328,1156.76,297.5,7044.0,627
7142,1181.078431372549,255.35294117647058,7140.0,627
7185,361.0,261.9259259259259,7183.0,627
7264,107.57692307692308,280.8269230769231,7262.0,627
7449,1380.6808510638298,259.82978723404256,6104.0,628
7440,1144.081081081081,257.8918918918919,6290.0,628
7432,1165.0,256.5,6581.0,628
7603,1172.1636363636364,297.90909090909093,7044.0,628
7425,1196.875,255.375,7140.0,628
7455,367.26666666666665,261.0,7183.0,628
7518,107.85714285714286,276.3333333333333,7262.0,628
7560,859.3088235294117,287.1617647058824,7558.0,628
7659,128.3793103448276,310.6666666666667,7657.0,628
7716,1160.25,257.45454545454544,6290.0,629
7707,1181.5,256.5,6581.0,629
7869,1189.5,298.0,7044.0,629
7700,1212.3725490196077,255.35294117647058,7140.0,629
7731,380.7042253521127,260.61971830985914,7183.0,629
7787,104.66666666666667,275.93333333333334,7262.0,629
7821,852.6086956521739,285.5652173913044,7558.0,629
7937,127.4074074074074,311.44444444444446,7657.0,629
7809,1324.764705882353,282.8235294117647,7807.0,629
7923,146.76288659793815,310.29896907216494,7921.0,629
7992,1178.7924528301887,257.20754716981133,6581.0,630
8153,1187.76,299.32,7044.0,630
8000,1209.2857142857142,258.92857142857144,7140.0,630
8004,399.27536231884056,260.536231884058,7183.0,630
8061,123.5,275.5,7262.0,630
8134,849.8571428571429,293.07142857142856,7558.0,630
8220,147.17241379310346,311.44827586206895,7657.0,630
8083,1331.5652173913043,279.17391304347825,7807.0,630
8212,162.775,310.7375,7921.0,630
7993,1259.95,258.56666666666666,7991.0,630
8001,1335.8775510204082,258.46938775510205,7999.0,630
8048,1268.0,273.2105263157895,8046.0,630
8058,1257.6521739130435,273.9130434782609,8056.0,630
8089,1364.0425531914893,283.3404255319149,8087.0,630
8105,1347.857142857143,284.92857142857144,8103.0,630
8148,1385.108695652174,297.4782608695652,8146.0,630
8163,1137.0,300.0,8161.0,630
8164,1272.3333333333333,299.3333333333333,8162.0,630
8188,1426.904761904762,305.57142857142856,8186.0,630
8194,694.2,308.04285714285714,8192.0,630
8207,1240.5208333333333,307.4583333333333,8205.0,630
8274,1192.2,257.54285714285714,6581.0,631
8423,1201.781690140845,298.5492957746479,7044.0,631
8287,1224.0,259.5,7140.0,631
8286,417.76119402985074,260.2238805970149,7183.0,631
8331,142.8125,275.6875,7262.0,631
8369,845.1875,284.0,7558.0,631
8488,164.6216216216216,311.4594594594595,7657.0,631
8353,1348.5172413793102,278.3448275862069,7807.0,631
8477,181.69662921348313,310.64044943820227,7921.0,631
8281,1276.7966101694915,258.91525423728814,7991.0,631
8282,1351.860465116279,258.48837209302326,7999.0,631
8329,1282.1176470588234,273.5882352941176,8046.0,631
8328,1273.2222222222222,273.85185185185185,8056.0,631
8367,1378.8775510204082,283.46938775510205,8087.0,631
8375,1362.4444444444443,285.55555555555554,8103.0,631
8421,1399.8,296.5,8146.0,631
8431,1152.2105263157894,299.89473684210526,8161.0,631
8433,1286.5294117647059,299.2352941176471,8162.0,631
8457,1440.7894736842106,305.8421052631579,8186.0,631
8484,696.44,311.08,8192.0,631
8474,1255.3461538461538,307.6730769230769,8205.0,631
8381,1272.1684210526316,288.3578947368421,8379.0,631
8411,621.2083333333334,293.9166666666667,8409.0,631
8546,1230.608695652174,258.7826086956522,7140.0,632
8605,162.0,275.875,7262.0,632
8642,841.53125,286.09375,7558.0,632
8746,182.3846153846154,311.46153846153845,7657.0,632
8624,1363.2777777777778,278.5,7807.0,632
8736,198.9718309859155,310.1267605633803,7921.0,632
8556,1292.967213114754,259.8196721311475,7991.0,632
8547,1366.6046511627908,258.5348837209302,7999.0,632
8604,1297.6923076923076,274.0,8046.0,632
8600,1287.8620689655172,274.0,8056.0,632
8634,1393.2608695652175,283.5,8087.0,632
8644,1373.909090909091,285.6363636363636,8103.0,632
8686,1416.5,296.0,8146.0,632
8698,1152.92,299.4,8161.0,632
8699,1297.093023255814,299.4651162790698,8162.0,632
8729,1459.1875,306.3125,8186.0,632
8762,691.6153846153846,315.84615384615387,8192.0,632
8740,1269.5510204081634,308.7142857142857,8205.0,632
8650,1282.9,288.3666666666667,8379.0,632
8664,617.1111111111111,291.15277777777777,8409.0,632
8528,730.8673469387755,257.98979591836735,8525.0,632
8816,1247.0434782608695,258.9130434782609,7140.0,633
8893,1379.9512195121952,279.1951219512195,7807.0,633
9020,199.26470588235293,311.44117647058823,7921.0,633
8822,1308.8135593220338,260.59322033898303,7991.0,633
8823,1381.923076923077,259.0769230769231,7999.0,633
8865,1314.0,273.7894736842105,8046.0,633
8864,1302.7083333333333,274.2916666666667,8056.0,633
8901,1408.8775510204082,283.46938775510205,8087.0,633
8914,1389.5555555555557,286.55555555555554,8103.0,633
8951,1431.56,296.32,8146.0,633
8965,1167.2884615384614,299.4423076923077,8161.0,633
8967,1311.8333333333333,299.4,8162.0,633
9009,1473.142857142857,306.92857142857144,8186.0,633
