,x,y,particle_id,frame_number
1,1379.3846153846155,42.38461538461539,1.0,400
12,941.9615384615385,237.30769230769232,12.0,400
16,329.075,239.05,16.0,400
22,616.6666666666666,239.25,22.0,400
23,657.8529411764706,239.14705882352942,23.0,400
26,802.4166666666666,239.16666666666666,26.0,400
30,815.5,239.36363636363637,30.0,400
31,832.7826086956521,239.91304347826087,31.0,400
35,675.8518518518518,240.74074074074073,35.0,400
36,787.7083333333334,240.70833333333334,36.0,400
39,959.7666666666667,240.43333333333334,39.0,400
43,315.6896551724138,241.75862068965517,43.0,400
44,637.0,241.5,44.0,400
50,272.25925925925924,243.33333333333334,50.0,400
51,285.65625,243.21875,51.0,400
52,346.42424242424244,243.06060606060606,52.0,400
62,302.1714285714286,243.8,62.0,400
71,911.6086956521739,244.7826086956522,71.0,400
75,1395.3636363636363,244.6818181818182,75.0,400
77,1477.6896551724137,244.75862068965517,77.0,400
78,1510.8823529411766,244.41176470588235,78.0,400
80,1184.608695652174,245.7826086956522,80.0,400
82,1550.0,245.3846153846154,82.0,400
86,1453.5,247.25,86.0,400
87,599.5357142857143,248.07142857142858,87.0,400
88,691.1666666666666,247.875,88.0,400
92,1585.2608695652175,248.6086956521739,92.0,400
96,576.6129032258065,249.70967741935485,96.0,400
99,1466.8823529411766,249.58823529411765,99.0,400
100,1498.5,249.0,100.0,400
105,770.7826086956521,253.30434782608697,105.0,400
108,629.3,253.9,108.0,400
109,783.9655172413793,254.41379310344828,109.0,400
110,809.8125,253.1875,110.0,400
112,1044.56,254.08,112.0,400
113,1055.6190476190477,254.04761904761904,113.0,400
115,642.6666666666666,254.875,115.0,400
116,655.4347826086956,255.08695652173913,116.0,400
119,797.5,254.72727272727272,119.0,400
122,1019.5,255.16666666666666,122.0,400
126,1524.7777777777778,254.5,126.0,400
127,614.6190476190476,255.42857142857142,127.0,400
128,865.9333333333333,255.6,128.0,400
129,909.0,255.5,129.0,400
130,1032.2727272727273,255.5,130.0,400
131,1130.12,255.56,131.0,400
133,1509.2857142857142,255.5,133.0,400
135,835.1666666666666,256.875,135.0,400
140,1428.75,256.75,140.0,400
143,1488.75,258.67857142857144,143.0,400
148,1396.6296296296296,259.48148148148147,148.0,400
152,1589.3636363636363,261.3181818181818,152.0,400
153,1569.7777777777778,261.5,153.0,400
157,1457.842105263158,264.1578947368421,157.0,400
159,1469.5,264.5,159.0,400
160,1534.8148148148148,265.037037037037,160.0,400
166,1445.7777777777778,267.5,166.0,400
167,1560.3333333333333,267.25,167.0,400
171,1384.6190476190477,269.57142857142856,171.0,400
172,1434.8125,269.3125,172.0,400
173,1548.7777777777778,269.5,173.0,400
175,1579.8823529411766,271.4117647058824,175.0,400
176,1596.1176470588234,271.5882352941176,176.0,400
178,1550.0,298.5,178.0,400
186,1036.0,515.5,186.0,400
187,299.0,531.0,187.0,400
197,1379.3846153846155,42.38461538461539,1.0,401
224,933.6,238.94285714285715,12.0,401
212,319.93333333333334,238.93333333333334,16.0,401
219,608.2222222222222,239.0,22.0,401
220,649.0,239.13793103448276,23.0,401
228,793.5555555555555,239.38888888888889,26.0,401
222,806.4285714285714,239.0952380952381,30.0,401
229,824.7777777777778,239.59259259259258,31.0,401
235,666.1071428571429,241.17857142857142,35.0,401
236,778.44,240.92,36.0,401
